Rk,Player,Nation,Pos,Team,Comp,Age,90s,Min,Ht.,Wt.,Ast,Blocks,Carries,Clr,Cmp%,CS,CS%,Dis,Err,G+A,G-PK,GA,Gls,Int,KP,Mis,npxG,PKA,PKsv,PPA,PrgC,PrgP,PrgR,Recov,Save%,Saves,Tkl,Tkl+Int,TklW,Touches,xAG,xG
3881,Ilias Akhomach,MAR,"MF,FW",Villarreal,La Liga,21,6.5,584,1.75,70.0,0,7,200,13,73.5,,,10,0,1,1,,1,3,9,15,0.6,,,8,30,12,64,30,,,12,15,7,293,1.0,0.6
3882,Kevin Akpoguma,NGA,DF,Hoffenheim,Bundesliga,30,24.7,2220,1.92,83.0,0,10,892,115,87.1,,,9,1,0,0,,0,29,7,11,0.1,,,10,14,98,16,107,,,54,83,27,1692,0.3,0.1
3883,Raúl Albiol,ESP,DF,Villarreal,La Liga,39,13.2,1188,1.9,82.0,0,3,514,69,89.4,,,1,1,0,0,,0,6,0,3,0.1,,,1,3,34,0,44,,,10,16,9,915,0.0,0.1
3884,Carlos Alcaraz,ARG,"FW,MF",Everton FC,Premier League,22,8.5,764,1.76,68.0,3,10,211,10,80.6,,,13,0,5,2,,2,5,13,14,1.7,,,18,19,42,21,37,,,11,16,5,378,1.6,1.7
3885,Trent Alexander-Arnold,ENG,DF,Real Madrid,Premier League,26,26.3,2365,1.75,69.0,6,36,1183,55,73.5,,,15,4,9,3,,3,31,52,19,1.9,,,65,51,232,94,132,,,72,103,50,2252,7.3,1.9
3886,Alfon,ESP,"FW,MF",Celta Vigo,La Liga,26,15.2,1371,1.72,60.0,2,27,374,5,69.8,,,20,1,7,5,,5,5,24,29,4.6,,,7,89,22,170,37,,,8,13,3,551,2.6,4.6
3887,Mohamed Ali Cho,FRA,"FW,MF",Nice,Ligue 1,21,18.0,1621,1.82,66.0,4,23,460,8,70.3,,,26,0,7,3,,3,5,30,68,4.0,,,36,81,59,133,69,,,13,18,9,720,4.0,4.0
3888,Jim Allevinah,GAB,FW,Angers,Ligue 1,30,19.4,1750,1.72,67.0,3,13,435,17,75.2,,,32,0,4,1,,1,12,15,38,4.2,,,13,57,48,99,88,,,19,31,11,682,2.5,4.2
3889,Thiago Almada,ARG,"MF,FW",Lyon,Ligue 1,24,10.6,951,1.7,62.0,4,6,568,6,84.9,,,9,3,5,1,,1,7,22,17,2.0,,,20,38,97,50,56,,,14,21,8,831,2.6,2.0
3890,Domingos André Ribeiro Almeida,POR,"MF,FW",Valencia,La Liga,25,22.0,1977,1.72,68.0,4,17,676,14,84.3,,,38,1,4,0,,0,8,43,37,1.2,,,24,45,142,77,89,,,48,56,32,1162,3.2,1.2
3891,Pontus Almqvist,SWE,"FW,MF",Parma,Serie A,26,12.4,1112,1.78,67.0,1,11,298,8,72.4,,,13,0,2,1,,1,19,10,31,2.1,,,4,42,12,85,40,,,17,36,13,462,1.3,2.1
3892,Adrià Altimira,ESP,"DF,FW",Leganés,La Liga,24,18.1,1630,ND,ND,0,11,370,54,78.5,,,7,2,0,0,,0,15,11,28,0.3,,,10,23,42,69,71,,,41,56,24,826,0.5,0.3
3893,Hugo Álvarez,ESP,"MF,DF",Celta Vigo,La Liga,22,17.5,1572,1.83,72.0,3,33,726,29,78.9,,,12,1,7,4,,4,8,17,33,2.5,,,15,74,60,171,78,,,26,34,9,1214,1.1,2.5
3894,Mathis Amougou,FRA,MF,Saint-Étienne,Ligue 1,19,9.5,859,ND,ND,0,4,242,4,77.1,,,8,0,0,0,,0,12,7,22,0.5,,,4,8,36,17,37,,,21,33,15,407,0.4,0.5
3895,Angeliño,ESP,DF,Roma,Serie A,28,35.3,3177,1.75,68.0,1,25,1202,98,78.4,,,9,0,3,2,,2,28,50,27,1.4,,,58,66,172,172,101,,,46,74,24,2266,3.7,1.4
3896,Faustino Anjorin,ENG,MF,Empoli,Serie A,23,12.4,1114,1.86,81.0,3,8,327,20,80.5,,,11,0,5,2,,2,13,17,25,0.9,,,13,28,55,35,65,,,29,42,13,628,1.7,0.9
3897,Antoniu,ESP,"FW,MF",Espanyol,La Liga,22,11.4,1022,ND,ND,1,15,215,11,67.0,,,12,1,1,0,,0,8,7,27,0.9,,,7,35,28,63,39,,,21,29,10,369,1.1,0.9
3898,Joe Aribo,NGA,"MF,DF",Southampton,Premier League,29,22.4,2013,1.83,76.0,0,15,745,32,88.8,,,19,3,3,3,,3,20,16,27,2.7,,,4,36,75,65,112,,,47,67,33,1271,1.6,2.7
3899,Takuma Asano,JPN,"FW,MF",Mallorca,La Liga,30,11.7,1054,1.71,70.0,1,13,207,9,67.6,,,12,0,3,2,,2,6,6,27,2.7,,,3,28,20,76,42,,,13,19,9,356,0.7,2.7
3900,Carlos Augusto,BRA,DF,Inter,Serie A,26,18.1,1625,1.84,77.0,2,19,837,50,88.3,,,13,0,5,3,,3,9,9,18,2.8,,,12,31,80,83,70,,,29,38,14,1413,1.6,2.8
3901,Yann Aurel Bisseck,GER,DF,Inter,Serie A,24,17.3,1553,1.94,82.0,2,16,998,64,91.8,,,7,1,5,3,,3,17,7,16,2.6,,,7,32,93,44,66,,,17,34,11,1465,0.9,2.6
3902,Ezequiel Ávila,ARG,FW,Betis,La Liga,31,7.5,677,1.79,75.0,0,9,173,8,69.7,,,7,0,2,2,,2,2,15,23,1.5,,,11,12,18,48,28,,,8,10,3,323,1.0,1.5
3903,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,27,4.6,416,1.78,74.0,0,4,90,7,63.5,,,19,0,1,1,,1,0,2,19,2.1,,,2,6,7,20,18,,,6,6,3,167,0.1,2.1
3904,Alex Baena,ESP,"MF,FW",Villarreal,La Liga,24,28.8,2595,1.75,70.0,9,41,895,22,66.6,,,32,2,16,7,,7,22,95,42,6.3,,,72,91,189,154,140,,,28,50,15,1569,11.7,7.1
3905,Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,27,12.7,1139,1.81,70.0,2,24,348,12,71.0,,,25,0,3,1,,1,3,16,35,1.7,,,20,58,35,121,59,,,7,10,5,545,1.5,1.7
3906,Eric Bailly,CIV,DF,Villarreal,La Liga,31,6.9,617,1.87,77.0,0,1,200,29,87.5,,,1,0,0,0,,0,6,0,6,0.3,,,0,1,18,0,19,,,12,18,4,394,0.0,0.3
3907,Theo Bair,CAN,FW,Auxerre,Ligue 1,25,10.4,939,1.91,96.0,1,5,143,10,62.0,,,7,0,3,2,,2,3,10,18,3.0,,,0,15,16,42,15,,,4,7,3,306,1.2,3.0
3908,Cédric Bakambu,COD,FW,Betis,La Liga,34,7.9,710,1.82,74.0,2,7,113,5,66.7,,,11,0,4,2,,2,0,8,28,3.2,,,5,9,14,43,25,,,6,6,4,226,0.6,3.2
3909,Dilane Bakwa,FRA,"MF,DF",Strasbourg,Ligue 1,22,27.7,2497,1.77,64.0,8,23,890,27,72.9,,,34,0,14,6,,6,15,47,60,4.7,,,40,107,129,249,92,,,26,41,14,1420,6.6,4.7
3910,Tommaso Baldanzi,ITA,"MF,FW",Roma,Serie A,22,9.2,832,1.8,65.0,1,14,292,8,84.0,,,9,0,2,1,,1,6,10,16,1.4,,,6,39,23,57,48,,,12,18,4,472,1.0,1.4
3911,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,33,13.3,1200,1.75,63.0,0,20,326,39,75.8,,,2,0,0,0,,0,13,7,12,0.0,,,6,8,46,21,39,,,17,30,14,762,0.5,0.0
3912,Fodé Ballo-Touré,SEN,"DF,MF",Le Havre,Ligue 1,28,6.5,589,1.82,70.0,0,11,163,27,83.3,,,10,0,0,0,,0,4,1,8,0.0,,,2,15,13,14,31,,,8,12,7,377,0.1,0.0
3913,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,35,16.8,1510,1.82,68.0,0,4,408,79,88.5,,,4,0,0,0,,0,19,6,3,0.1,,,4,1,16,3,47,,,22,41,12,743,0.3,0.1
3914,Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,24,6.8,610,1.69,69.0,1,3,169,8,77.2,,,9,1,1,0,,0,2,11,17,1.2,,,8,27,7,46,30,,,8,10,5,252,1.1,1.2
3915,Ross Barkley,ENG,MF,Aston Villa,Premier League,31,6.5,581,1.89,83.0,1,9,277,5,85.3,,,8,0,4,3,,3,10,9,7,1.8,,,6,15,36,10,43,,,14,24,3,464,0.6,1.8
3916,Thierno Barry,FRA,FW,Villarreal,La Liga,22,25.8,2323,ND,ND,4,8,347,19,62.0,,,27,0,15,10,,11,0,23,86,11.7,,,12,44,27,124,36,,,11,11,8,624,2.9,12.5
3917,Adrian Beck,GER,"MF,FW",Heidenheim,Bundesliga,28,17.8,1598,ND,ND,1,19,553,17,80.1,,,26,0,5,4,,4,9,21,42,3.3,,,18,37,69,83,131,,,36,45,17,962,1.2,3.3
3918,Sheraldo Becker,SUR,"FW,MF",Real Sociedad,La Liga,30,11.1,995,1.8,75.0,1,14,242,10,63.9,,,4,0,3,2,,2,1,8,17,2.0,,,17,51,23,110,30,,,3,4,2,384,2.0,2.0
3919,Donny van de Beek,NED,MF,Girona,La Liga,28,15.8,1421,1.81,76.0,2,13,281,12,81.7,,,15,0,4,2,,2,10,18,13,1.5,,,11,17,45,85,48,,,29,39,18,580,3.2,1.5
3920,Reda Belahyane,MAR,MF,Hellas Verona,Serie A,21,18.4,1658,1.64,50.0,2,9,551,22,83.7,,,21,1,2,0,,0,10,16,34,0.2,,,10,22,73,13,109,,,36,46,26,884,1.0,0.2
3921,Stefan Bell,GER,DF,Mainz 05,Bundesliga,33,16.0,1436,1.92,86.0,1,4,415,107,78.6,,,4,1,1,0,,0,28,5,13,0.8,,,0,8,38,5,65,,,22,50,12,952,1.0,0.8
3922,Andrea Belotti,ITA,FW,Como,Serie A,31,6.6,593,1.81,72.0,0,6,106,8,75.0,,,10,0,2,2,,2,1,7,10,2.5,,,1,9,9,33,17,,,7,8,5,185,0.4,2.5
3923,Fran Beltrán,ESP,MF,Celta Vigo,La Liga,26,26.9,2421,1.72,69.0,1,16,951,34,88.6,,,22,4,3,2,,2,26,15,23,1.0,,,14,28,152,29,119,,,50,76,35,1711,1.8,1.0
3924,Lucas Beltrán,ARG,"FW,MF",Fiorentina,Serie A,24,20.7,1864,ND,ND,4,10,468,14,77.7,,,41,0,9,3,,5,5,29,41,3.1,,,17,23,64,94,59,,,23,28,10,791,3.0,5.4
3925,Eliesse Ben Seghir,MAR,"MF,FW",Monaco,Ligue 1,20,19.4,1750,ND,ND,3,18,843,4,79.3,,,35,0,9,4,,6,13,33,59,4.1,,,45,85,122,170,86,,,31,44,22,1244,5.2,5.5
3926,Carlos Benavídez,URU,MF,Alavés,La Liga,27,5.4,487,1.85,76.0,1,5,147,14,69.4,,,0,1,2,1,,1,8,3,5,0.3,,,4,4,26,5,32,,,19,27,14,292,0.6,0.3
3927,Victor Bernth Kristiansen,DEN,DF,Leicester City,Premier League,22,27.6,2482,ND,ND,1,24,816,75,77.4,,,13,3,1,0,,0,42,18,15,0.3,,,23,40,70,78,99,,,87,129,51,1614,1.4,0.3
3928,Sam Beukema,NED,DF,Bologna,Serie A,26,33.5,3012,ND,ND,1,12,1519,111,86.4,,,8,0,1,0,,0,30,10,12,1.5,,,11,27,153,9,135,,,54,84,29,2419,0.9,1.5
3929,Jaka Bijol,SVN,DF,Udinese,Serie A,26,32.9,2963,1.9,85.0,0,6,1211,182,83.6,,,2,1,1,1,,1,38,12,17,2.0,,,8,22,98,10,101,,,43,81,25,2083,0.6,2.0
3930,Tom Bischof,GER,"MF,FW",Bayern Munich,Bundesliga,20,28.4,2559,1.76,66.0,2,54,962,53,78.7,,,38,1,7,5,,5,30,50,41,2.2,,,39,47,138,102,156,,,95,125,53,1951,3.6,2.2
3931,Leonardo Bittencourt,GER,MF,Werder Bremen,Bundesliga,31,10.9,982,1.71,63.0,1,10,530,11,84.0,,,2,0,3,2,,2,15,14,12,1.6,,,14,19,64,38,44,,,25,40,9,801,1.6,1.6
3932,Emmanuel Biumla,FRA,DF,Angers,Ligue 1,20,14.8,1336,ND,ND,0,2,380,84,88.2,,,4,1,1,1,,1,8,1,10,0.7,,,1,3,16,0,37,,,19,27,12,654,0.0,0.7
3933,Marco Bizot,NED,GK,Brest,Ligue 1,34,32.0,2880,1.83,85.0,0,0,658,33,69.1,10.0,31.3,0,0,0,0,54.0,0,0,0,2,0.0,8.0,1.0,0,0,1,0,34,64.1,74.0,2,2,1,1204,0.0,0.0
3934,Myron Boadu,NED,FW,Bochum,Bundesliga,24,11.6,1042,1.83,75.0,1,11,179,4,71.3,,,15,0,10,8,,9,1,11,30,6.9,,,5,12,18,70,20,,,2,3,1,287,1.1,7.7
3935,Lamare Bogarde,NED,"DF,MF",Aston Villa,Premier League,21,5.3,476,1.83,70.0,0,1,173,13,88.2,,,8,0,0,0,,0,1,2,6,0.0,,,1,12,14,9,13,,,14,15,6,325,0.1,0.0
3936,Adama Boiro,ESP,"DF,FW",Athletic Club,La Liga,23,12.2,1101,ND,ND,0,10,288,27,79.9,,,15,1,0,0,,0,12,5,23,0.3,,,8,25,46,36,45,,,20,32,11,627,0.5,0.3
3937,Moïse Bombito,CAN,DF,Nice,Ligue 1,25,24.4,2192,ND,ND,0,8,906,121,90.2,,,3,7,0,0,,0,18,2,16,0.7,,,5,27,97,10,97,,,37,55,25,1673,0.2,0.7
3938,Victor Boniface,NGA,FW,Leverkusen,Bundesliga,24,11.2,1008,1.89,85.0,1,7,207,5,70.2,,,29,0,9,8,,8,0,10,43,7.1,,,8,26,23,61,28,,,5,5,4,400,1.1,7.8
3939,Badredine Bouanani,ALG,"MF,FW",Nice,Ligue 1,20,12.2,1099,ND,ND,3,11,362,4,76.7,,,18,0,6,2,,3,11,20,24,1.9,,,14,47,44,93,44,,,11,22,4,571,2.4,2.7
3940,Julian Brandt,GER,MF,Dortmund,Bundesliga,29,25.6,2303,1.85,82.0,10,30,869,13,78.8,,,36,1,15,5,,5,14,61,48,4.8,,,48,61,149,199,119,,,26,40,11,1455,8.5,4.8
3941,Iker Bravo,ESP,"FW,MF",Udinese,Serie A,20,7.6,682,ND,ND,1,4,157,4,81.1,,,14,0,3,2,,2,1,7,31,0.9,,,6,7,18,39,30,,,10,11,6,294,0.4,0.9
3942,Gleison Bremer,BRA,DF,Juventus,Serie A,28,6.0,540,1.88,83.0,0,0,352,16,92.9,,,2,0,0,0,,0,6,0,4,0.1,,,0,2,21,0,23,,,15,21,7,569,0.0,0.1
3943,Marco Brescianini,ITA,MF,Atalanta BC,Serie A,25,11.0,991,ND,ND,2,14,355,6,79.5,,,19,0,6,4,,4,2,7,28,3.1,,,9,46,36,69,50,,,18,20,11,547,1.0,3.1
3944,Facundo Buonanotte,ARG,"FW,MF",Leicester City,Premier League,20,16.9,1523,ND,ND,2,9,479,14,76.4,,,39,0,7,5,,5,12,24,58,3.9,,,13,39,54,74,79,,,53,65,32,874,3.1,3.9
3945,Aurélio Buta,POR,DF,Reims,Ligue 1,28,21.9,1970,1.72,70.0,1,18,546,59,82.6,,,7,0,1,0,,0,22,10,28,0.3,,,12,28,83,64,69,,,37,59,24,1195,0.8,0.3
3946,Anthony Caci,FRA,DF,Mainz 05,Bundesliga,28,29.8,2684,1.84,70.0,7,61,960,47,71.8,,,24,2,8,1,,1,27,50,44,3.1,,,46,45,133,152,131,,,60,87,40,1973,6.6,3.1
3947,Mathieu Cafaro,FRA,"MF,FW",Saint-Étienne,Ligue 1,28,8.1,732,1.78,72.0,0,5,169,3,72.0,,,10,0,1,1,,1,7,13,16,1.5,,,9,19,16,51,30,,,10,17,7,324,1.3,1.5
3948,Tom Cairney,SCO,MF,Fulham,Premier League,34,7.0,628,1.83,72.0,0,8,456,3,90.7,,,4,1,2,2,,2,4,11,6,0.8,,,7,18,53,33,52,,,13,17,5,683,1.1,0.8
3949,Lamine Camara,SEN,MF,Monaco,Ligue 1,21,22.8,2054,1.73,65.0,7,20,967,32,82.8,,,23,1,9,2,,2,31,44,41,2.3,,,26,25,141,46,153,,,66,97,41,1743,4.4,2.3
3950,Eduardo Camavinga,FRA,"MF,DF",Real Madrid,La Liga,22,12.2,1102,1.82,68.0,2,11,565,23,88.3,,,11,0,3,1,,1,18,11,7,0.4,,,5,26,61,31,90,,,42,60,26,957,0.8,0.4
3951,Sergio Camello,ESP,FW,Rayo Vallecano,La Liga,24,12.6,1134,1.77,70.0,2,12,222,16,78.7,,,23,0,5,3,,3,4,19,38,4.1,,,7,20,27,68,32,,,9,13,3,398,2.0,4.1
3952,Emre Can,GER,"DF,MF",Dortmund,Bundesliga,31,23.4,2105,1.84,74.0,0,10,1405,89,89.5,,,10,3,3,1,,3,20,8,18,0.4,,,5,20,116,12,113,,,50,70,28,2156,0.7,2.0
3953,Fali Candé,GNB,DF,Venezia FC,Serie A,27,17.0,1530,1.84,77.0,1,11,557,90,81.0,,,8,2,2,1,,1,15,4,12,1.1,,,3,5,47,3,79,,,25,40,19,1131,0.6,1.1
3954,Jaydee Canvot,FRA,"DF,MF",Toulouse,Ligue 1,19,12.3,1106,ND,ND,0,11,384,54,86.2,,,8,1,0,0,,0,11,4,6,0.2,,,6,9,41,0,50,,,23,34,11,666,0.7,0.2
3955,Pierrick Capelle,FRA,MF,Angers,Ligue 1,38,5.4,483,1.8,71.0,0,4,138,5,80.1,,,6,1,0,0,,0,11,5,15,0.2,,,2,10,22,17,28,,,24,35,17,299,1.2,0.2
3956,Gianluca Caprari,ITA,"MF,FW",Monza,Serie A,32,18.3,1651,1.71,70.0,2,18,629,2,79.1,,,31,1,5,1,,3,8,30,38,2.6,,,21,43,81,104,57,,,19,27,11,912,2.4,4.2
3957,Johnny Cardoso,USA,MF,Betis,La Liga,23,23.8,2144,1.83,79.0,1,21,752,64,85.7,,,23,1,4,3,,3,48,9,36,2.0,,,4,19,71,28,138,,,55,103,31,1427,0.9,2.0
3958,Patrik Carlgren,SWE,GK,Nantes,Ligue 1,33,4.6,417,1.88,84.0,0,0,75,0,65.7,1.0,25.0,0,0,0,0,7.0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,3,75.0,21.0,0,0,0,144,0.0,0.0
3959,Dani Carvajal,ESP,DF,Real Madrid,La Liga,33,6.8,609,1.73,70.0,0,9,278,19,86.2,,,6,1,1,1,,1,10,5,8,1.3,,,5,13,27,48,21,,,12,22,8,532,0.2,1.3
3960,Fabio Carvalho,POR,"FW,MF",Brentford,Premier League,22,5.1,455,1.8,75.0,1,7,137,2,70.8,,,8,0,3,2,,2,3,4,13,2.5,,,5,9,17,23,30,,,13,16,9,247,0.7,2.5
3961,William Carvalho,POR,MF,Betis,La Liga,33,5.4,484,1.87,87.0,0,8,294,6,86.8,,,6,0,0,0,,0,3,6,6,0.2,,,4,5,45,10,29,,,9,12,6,432,0.2,0.2
3962,Nicolò Casale,ITA,DF,Bologna FC 1909,Serie A,27,10.0,900,1.91,84.0,1,7,328,43,87.5,,,1,3,1,0,,0,17,3,9,0.5,,,2,3,29,2,43,,,11,28,5,615,0.5,0.5
3963,Timothy Castagne,BEL,DF,Fulham,Premier League,29,18.3,1649,1.8,80.0,1,26,547,83,81.8,,,5,0,1,0,,0,22,9,15,0.4,,,5,17,62,67,57,,,46,68,29,1164,1.2,0.4
3964,Dani Ceballos,ESP,MF,Real Madrid,La Liga,28,13.5,1215,1.76,65.0,0,13,999,10,94.3,,,7,2,0,0,,0,14,22,11,0.4,,,10,42,150,17,87,,,41,55,21,1473,1.6,0.4
3965,El Chadaille Bitshiabu,FRA,DF,RB Leipzig,Bundesliga,20,12.6,1130,1.95,96.0,0,7,516,97,84.4,,,1,2,0,0,,0,13,5,11,0.3,,,4,4,69,2,55,,,27,40,18,1058,0.4,0.3
3966,Arthur Chaves,BRA,DF,Hoffenheim,Bundesliga,24,24.3,2185,ND,ND,0,22,740,136,82.1,,,11,3,1,1,,1,37,5,11,0.8,,,1,10,57,13,93,,,51,88,36,1513,0.1,0.8
3967,Walid Cheddira,MAR,FW,Espanyol,La Liga,27,7.1,640,1.86,79.0,1,3,108,6,70.9,,,9,0,2,1,,1,1,6,25,1.0,,,1,8,12,34,19,,,5,6,0,203,1.2,1.0
3968,Rayan Cherki,FRA,"FW,MF",Manchester City,Ligue 1,21,22.7,2041,1.76,70.0,11,32,1021,6,78.5,,,43,0,19,8,,8,7,75,48,5.0,,,77,106,206,184,83,,,15,22,12,1573,11.1,5.0
3969,Ryan Christie,SCO,MF,Bournemouth,Premier League,30,23.5,2117,1.78,72.0,3,19,726,51,79.3,,,25,3,5,2,,2,30,41,44,1.8,,,33,34,137,44,182,,,54,84,33,1376,3.5,1.8
3970,Samuel Chukwueze,NGA,"FW,MF",Milan,Serie A,26,10.3,925,1.72,70.0,2,9,369,9,75.8,,,11,0,5,3,,3,2,27,23,2.7,,,21,48,36,116,38,,,17,19,11,556,3.0,2.7
3971,Nathaniel Clyne,ENG,"DF,MF",Crystal Palace,Premier League,34,5.4,483,1.75,67.0,0,8,158,14,76.0,,,2,1,0,0,,0,3,3,5,0.0,,,2,6,7,8,10,,,12,15,8,273,0.3,0.0
3972,Eray Cömert,SUI,"DF,MF",Valladolid,La Liga,27,19.8,1779,1.83,80.0,0,6,599,75,87.7,,,2,2,0,0,,0,24,0,16,0.9,,,1,9,48,5,51,,,24,48,14,1114,0.0,0.9
3973,Pietro Comuzzo,ITA,DF,Fiorentina,Serie A,20,23.4,2110,ND,ND,0,10,892,113,85.7,,,4,4,1,1,,1,29,7,15,0.5,,,4,14,75,12,86,,,43,72,21,1533,0.6,0.5
3974,Tomás Conechny,ARG,"FW,MF",Alavés,La Liga,27,9.4,847,ND,ND,0,13,249,10,63.8,,,9,0,1,1,,1,6,7,31,2.4,,,11,14,23,61,45,,,15,21,12,457,0.3,2.4
3975,Sirlord Conteh,GER,"FW,MF",Heidenheim,Bundesliga,29,9.9,892,1.78,72.0,1,8,195,8,70.5,,,8,0,2,1,,1,1,14,23,2.1,,,6,29,19,75,17,,,9,10,5,301,2.6,2.1
3976,Lewis Cook,ENG,"MF,DF",Bournemouth,Premier League,28,33.1,2978,1.75,70.0,3,26,825,70,77.2,,,18,0,4,1,,1,41,48,31,0.9,,,26,33,158,52,187,,,81,122,42,1900,4.1,0.9
3977,Diego Coppola,ITA,DF,Brighton & Hove Albion,Serie A,21,32.5,2927,1.92,82.0,0,6,749,194,81.1,,,5,2,2,2,,2,72,3,10,0.7,,,0,4,48,3,89,,,66,138,36,1576,0.1,0.7
3978,Derek Cornelius,CAN,DF,Marseille,Ligue 1,27,15.8,1420,1.87,83.0,0,9,1012,51,93.4,,,2,0,0,0,,0,14,4,8,0.9,,,0,10,68,11,67,,,24,38,17,1493,0.1,0.9
3979,Coba da Costa,ESP,"MF,FW",Getafe,La Liga,23,11.2,1006,ND,ND,1,12,261,10,64.4,,,23,0,2,1,,1,8,9,26,1.1,,,10,46,16,83,35,,,29,37,13,504,1.4,1.1
3980,Woyo Coulibaly,MLI,DF,Parma,Serie A,26,12.0,1084,1.8,77.0,1,7,404,25,86.7,,,11,0,1,0,,0,8,8,19,0.1,,,4,36,41,23,60,,,13,21,10,706,0.9,0.1
3981,Juan Cuadrado,COL,"DF,MF",Atalanta,Serie A,37,9.2,832,1.78,71.0,2,11,462,9,79.2,,,10,0,2,0,,0,7,19,14,0.9,,,24,41,64,90,31,,,19,26,9,722,2.0,0.9
3982,Ameen Al-Dakhil,BEL,DF,Stuttgart,Bundesliga,23,4.8,432,1.87,70.0,0,1,239,30,91.7,,,0,1,0,0,,0,9,2,3,0.1,,,1,1,12,0,17,,,6,15,6,407,0.2,0.1
3983,Thijs Dallinga,NED,FW,Bologna,Serie A,24,12.8,1154,1.8,77.0,2,13,243,13,71.7,,,22,1,5,3,,3,1,12,42,4.3,,,4,9,17,84,35,,,10,11,5,439,0.6,4.3
3984,Kevin Danso,AUT,DF,Tottenham Hotspur,Premier League,26,9.4,842,1.9,80.0,0,8,448,71,86.5,,,3,1,0,0,,0,6,2,8,0.4,,,2,11,19,1,27,,,7,13,5,676,0.1,0.4
3985,Dante,BRA,DF,Nice,Ligue 1,41,21.8,1964,1.88,87.0,0,11,949,74,88.5,,,5,1,0,0,,0,34,4,16,0.5,,,8,18,96,8,112,,,32,66,15,1651,0.2,0.5
3986,Bence Dárdai,HUN,MF,Wolfsburg,Bundesliga,19,14.5,1304,ND,ND,1,13,287,28,80.2,,,11,1,2,1,,1,12,11,18,1.0,,,9,5,39,24,52,,,24,36,14,595,1.0,1.0
